id,label,date,l_scc,r_scc,l_scc_class,r_scc_class,full_path,crop_path
363,1,2024-12-11,613000,1196000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\363.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\363.jpg
364,0,2024-12-11,77000,184000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\364.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\364.jpg
365,0,2024-12-11,298000,330000,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\365.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\365.jpg
366,1,2024-12-11,1845000,2547000,4,4,data\raw\TIDS Dataset\TIDS_full_images\scm\366.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\366.jpg
367,1,2024-12-11,1215000,1792000,3,4,data\raw\TIDS Dataset\TIDS_full_images\scm\367.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\367.jpg
368,1,2024-12-11,1411000,618000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\368.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\368.jpg
369,0,2024-12-11,30000,51000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\369.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\369.jpg
370,1,2024-12-11,647000,73000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\370.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\370.jpg
371,1,2024-12-11,1746000,2901000,4,4,data\raw\TIDS Dataset\TIDS_full_images\scm\371.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\371.jpg
372,1,2024-12-11,9605000,2471000,5,4,data\raw\TIDS Dataset\TIDS_full_images\scm\372.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\372.jpg
373,1,2024-12-11,2088000,6815000,4,5,data\raw\TIDS Dataset\TIDS_full_images\scm\373.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\373.jpg
374,1,2024-12-11,319000,632000,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\374.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\374.jpg
375,1,2024-12-11,1141000,161000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\375.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\375.jpg
376,1,2024-12-11,943000,956000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\376.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\376.jpg
377,1,2024-12-11,227000,20743000,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\377.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\377.jpg
378,1,2024-12-17,205000,562000,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\378.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\378.jpg
379,1,2024-12-17,6716000,58000,5,1,data\raw\TIDS Dataset\TIDS_full_images\scm\379.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\379.jpg
380,1,2024-12-17,860000,85000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\380.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\380.jpg
381,0,2024-12-17,83000,24000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\381.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\381.jpg
382,0,2024-12-17,70000,61000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\382.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\382.jpg
383,1,2024-12-17,105000,1288000,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\383.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\383.jpg
384,0,2024-12-17,280000,416000,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\384.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\384.jpg
385,0,2024-12-17,53000,178000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\385.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\385.jpg
386,1,2024-12-17,6125,7929000,5,5,data\raw\TIDS Dataset\TIDS_full_images\scm\386.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\386.jpg
387,0,2024-12-17,178000,353000,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\387.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\387.jpg
388,0,2024-12-17,48000,26000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\388.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\388.jpg
389,0,2024-12-17,67000,46000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\389.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\389.jpg
390,0,2024-12-17,180000,174000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\390.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\390.jpg
391,0,2024-12-17,39000,277000,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\391.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\391.jpg
392,0,2024-12-17,209000,66000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\392.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\392.jpg
393,1,2024-12-17,1139000,26000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\393.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\393.jpg
394,0,2024-12-17,45000,53000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\394.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\394.jpg
395,1,2024-12-17,882000,188000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\395.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\395.jpg
396,1,2024-12-17,3947000,97000,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\396.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\396.jpg
397,1,2024-12-17,1121000,925000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\397.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\397.jpg
398,0,2024-12-17,47000,138000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\398.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\398.jpg
399,1,2024-12-17,4981000,122000,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\399.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\399.jpg
400,1,2024-12-17,597000,470000,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\400.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\400.jpg
401,0,2024-12-17,195000,160000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\401.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\401.jpg
402,0,2024-12-17,80000,54000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\402.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\402.jpg
403,1,2024-12-17,817000,118000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\403.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\403.jpg
404,0,2024-12-17,50000,54000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\404.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\404.jpg
405,0,2024-12-17,177000,95000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\405.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\405.jpg
406,1,2024-12-17,456000,592000,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\406.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\406.jpg
407,1,2024-12-17,70000,15565000,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\407.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\407.jpg
408,0,2024-12-17,158000,49000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\408.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\408.jpg
409,0,2024-12-17,39000,78000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\409.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\409.jpg
410,1,2024-12-17,1038000,162000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\410.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\410.jpg
411,0,2024-12-17,150000,220000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\411.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\411.jpg
412,1,2024-12-17,760000,262000,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\412.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\412.jpg
413,0,2024-12-17,80000,59000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\413.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\413.jpg
414,1,2024-12-17,621000,39000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\414.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\414.jpg
415,0,2024-12-17,107000,82000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\415.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\415.jpg
416,0,2024-12-17,185000,250000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\416.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\416.jpg
417,1,2024-12-17,591000,845000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\417.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\417.jpg
418,0,2024-12-17,65000,66000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\418.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\418.jpg
419,1,2024-12-17,143000,587000,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\419.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\419.jpg
420,0,2024-12-17,498000,185000,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\420.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\420.jpg
421,0,2024-12-17,46000,32000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\421.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\421.jpg
422,0,2024-12-17,218000,120000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\422.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\422.jpg
423,0,2024-12-17,111000,112000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\423.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\423.jpg
424,0,2024-12-17,186000,206000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\424.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\424.jpg
425,0,2024-12-17,41000,33000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\425.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\425.jpg
426,0,2024-12-17,130000,381000,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\426.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\426.jpg
427,1,2024-12-17,9071000,167000,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\427.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\427.jpg
428,0,2024-12-17,29000,44000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\428.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\428.jpg
429,0,2024-12-17,319000,321000,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\429.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\429.jpg
430,0,2024-12-17,291000,373000,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\430.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\430.jpg
431,1,2024-12-17,900000,1543000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\431.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\431.jpg
432,0,2024-12-17,176000,141000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\432.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\432.jpg
433,1,2024-12-17,807000,1498000,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\433.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\433.jpg
434,1,2024-12-17,1664000,259000,4,2,data\raw\TIDS Dataset\TIDS_full_images\scm\434.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\434.jpg
435,0,2024-12-17,150000,205000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\435.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\435.jpg
436,1,2024-12-17,1570000,71000,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\436.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\436.jpg
437,0,2024-12-17,126000,90000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\437.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\437.jpg
438,0,2024-12-17,112000,83000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\438.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\438.jpg
439,1,2024-12-17,706000,346000,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\439.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\439.jpg
440,0,2024-12-17,105000,68000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\440.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\440.jpg
441,0,2024-12-17,64000,117000,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\441.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\441.jpg
442,0,2024-12-17,246000,485000,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\442.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\442.jpg
443,1,2024-12-17,194000,802000,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\443.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\443.jpg
444,1,2025-01-14,827689,292241,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\444.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\444.jpg
445,0,2025-01-14,71709,125377,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\445.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\445.jpg
446,1,2025-01-14,562195,143517,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\446.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\446.jpg
447,0,2025-01-14,84584,111896,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\447.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\447.jpg
448,0,2025-01-14,86465,68776,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\448.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\448.jpg
449,1,2025-01-14,771035,567830,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\449.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\449.jpg
450,1,2025-01-14,38260,1136408,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\450.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\450.jpg
451,0,2025-01-14,358789,305004,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\451.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\451.jpg
452,1,2025-01-14,137095,7537370,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\452.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\452.jpg
453,0,2025-01-14,91372,241037,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\453.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\453.jpg
454,1,2025-01-14,2156793,216960,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\454.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\454.jpg
455,0,2025-01-14,44393,47052,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\455.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\455.jpg
456,0,2025-01-14,223648,194192,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\456.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\456.jpg
457,1,2025-01-14,274547,19985383,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\457.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\457.jpg
458,1,2025-01-14,186685,791753,5,3,data\raw\TIDS Dataset\TIDS_full_images\scm\458.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\458.jpg
459,0,2025-01-14,60040,136329,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\459.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\459.jpg
460,1,2025-01-14,1004525,3451633,3,4,data\raw\TIDS Dataset\TIDS_full_images\scm\460.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\460.jpg
461,0,2025-01-14,160758,156960,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\461.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\461.jpg
462,0,2025-01-14,438283,381299,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\462.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\462.jpg
463,1,2025-01-14,1101349,4138076,3,4,data\raw\TIDS Dataset\TIDS_full_images\scm\463.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\463.jpg
464,0,2025-01-14,14086,54484,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\464.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\464.jpg
465,1,2025-01-14,851487,634874,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\465.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\465.jpg
466,0,2025-01-14,128846,160675,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\466.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\466.jpg
467,0,2025-01-14,74224,57399,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\467.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\467.jpg
468,0,2025-01-14,280784,273752,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\468.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\468.jpg
469,0,2025-01-14,112168,171564,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\469.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\469.jpg
470,1,2025-01-14,1396755,408239,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\470.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\470.jpg
471,0,2025-01-14,149431,131766,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\471.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\471.jpg
472,1,2025-01-14,54347,4317661,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\472.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\472.jpg
473,0,2025-01-14,137657,194440,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\473.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\473.jpg
474,0,2025-01-14,148107,173368,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\474.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\474.jpg
475,0,2025-01-14,67532,121367,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\475.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\475.jpg
476,0,2025-01-14,158947,172212,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\476.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\476.jpg
477,1,2025-01-14,611309,1792533,3,4,data\raw\TIDS Dataset\TIDS_full_images\scm\477.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\477.jpg
478,1,2025-01-14,1210942,85505,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\478.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\478.jpg
479,1,2025-01-14,1780567,1879531,4,4,data\raw\TIDS Dataset\TIDS_full_images\scm\479.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\479.jpg
480,1,2025-01-14,108783,1199250,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\480.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\480.jpg
481,1,2025-01-14,420912,1496257,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\481.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\481.jpg
482,0,2025-01-14,168405,102913,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\482.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\482.jpg
483,0,2025-01-14,142874,75895,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\483.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\483.jpg
484,0,2025-01-14,36002,85907,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\484.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\484.jpg
485,0,2025-01-14,219091,192076,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\485.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\485.jpg
486,0,2025-01-14,125469,111118,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\486.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\486.jpg
487,1,2025-01-14,701407,492960,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\487.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\487.jpg
488,1,2025-01-14,196883,1882063,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\488.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\488.jpg
489,0,2025-01-14,385121,122775,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\489.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\489.jpg
490,0,2025-01-14,142083,88672,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\490.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\490.jpg
491,0,2025-01-14,462245,73600,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\491.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\491.jpg
492,1,2025-01-27,15939,1350911,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\492.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\492.jpg
493,0,2025-01-27,86476,43920,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\493.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\493.jpg
494,0,2025-01-27,83626,84809,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\494.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\494.jpg
495,0,2025-01-27,106456,63337,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\495.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\495.jpg
496,0,2025-01-27,186826,139452,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\496.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\496.jpg
497,0,2025-01-27,140374,52164,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\497.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\497.jpg
498,0,2025-01-27,60863,77169,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\498.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\498.jpg
499,0,2025-01-27,1197896,244691,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\499.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\499.jpg
500,0,2025-01-27,343405,115746,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\500.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\500.jpg
501,1,2025-01-27,961345,3412739,3,4,data\raw\TIDS Dataset\TIDS_full_images\scm\501.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\501.jpg
502,1,2025-01-27,39147,952044,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\502.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\502.jpg
503,1,2025-01-27,415809,4841517,2,4,data\raw\TIDS Dataset\TIDS_full_images\scm\503.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\503.jpg
505,0,2025-01-27,94497,128998,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\505.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\505.jpg
506,0,2025-01-27,128038,165892,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\506.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\506.jpg
507,0,2025-01-27,83214,370535,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\507.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\507.jpg
508,0,2025-01-27,53423,52694,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\508.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\508.jpg
509,0,2025-01-27,69113,101614,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\509.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\509.jpg
510,1,2025-01-27,309485,4392027,2,4,data\raw\TIDS Dataset\TIDS_full_images\scm\510.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\510.jpg
511,1,2025-01-27,88456,1533131,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\511.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\511.jpg
512,1,2025-01-27,346571,539790,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\512.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\512.jpg
513,0,2025-01-27,190456,218785,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\513.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\513.jpg
514,0,2025-01-27,33731,120010,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\514.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\514.jpg
515,1,2025-01-27,3585219,11893961,4,5,data\raw\TIDS Dataset\TIDS_full_images\scm\515.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\515.jpg
516,1,2025-01-27,478477,886827,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\516.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\516.jpg
517,0,2025-01-27,93226,83417,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\517.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\517.jpg
518,0,2025-01-27,323122,187512,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\518.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\518.jpg
519,1,2025-01-27,170136,5984753,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\519.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\519.jpg
520,0,2025-01-27,110712,119489,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\520.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\520.jpg
521,1,2025-01-27,4603165,22931,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\521.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\521.jpg
523,1,2025-01-27,76777,2056437,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\523.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\523.jpg
524,1,2025-01-27,599759,30179,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\524.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\524.jpg
525,0,2025-01-27,120466,187692,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\525.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\525.jpg
